RowNumber	App	Category	Rating	Reviews	Size	Installs	Type	Price	Content Rating	Genres	Last Updated	Current Ver	Android Ver	row_num
6655	Camera MX - Free Photo & Video Camera	PHOTOGRAPHY	4.30	244302.00	110.00	10000000.00	Free	0.00	Everyone	Photography	2018-07-05	Varies with device	Varies with device	2
8127	Camera360 Lite - Selfie Camera	PHOTOGRAPHY	4.40	221878.00	110.00	10000000.00	Free	0.00	Everyone	Photography	2018-08-01	Varies with device	4.1 and up	2
2879	Camera360: Selfie Photo Editor with Funny Sticker	PHOTOGRAPHY	4.30	4865093.00	51.00	100000000.00	Free	0.00	Everyone	Photography	2018-08-06	9.3.1	4.0.3 and up	2
2950	Camera360: Selfie Photo Editor with Funny Sticker	PHOTOGRAPHY	4.30	4865132.00	51.00	100000000.00	Free	0.00	Everyone	Photography	2018-08-06	9.3.1	4.0.3 and up	3
1981	Candy Bomb	GAME	4.40	42145.00	20.00	10000000.00	Free	0.00	Everyone	Casual;Brain Games	2018-07-04	2.9.3181	4.0.3 and up	2
2873	Candy Camera - selfie, beauty camera, photo editor	PHOTOGRAPHY	4.40	3368649.00	110.00	100000000.00	Free	0.00	Everyone	Photography	2018-07-16	4.47	4.0.3 and up	2
2945	Candy Camera - selfie, beauty camera, photo editor	PHOTOGRAPHY	4.40	3368705.00	110.00	100000000.00	Free	0.00	Everyone	Photography	2018-07-16	4.47	4.0.3 and up	3
1689	Candy Crush Jelly Saga	GAME	4.30	1300490.00	78.00	50000000.00	Free	0.00	Everyone	Puzzle	2018-07-20	2.1.10	4.0 and up	2
1706	Candy Crush Saga	GAME	4.40	22428456.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	2
1656	Candy Crush Saga	GAME	4.40	22426677.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	3
1967	Candy Crush Saga	GAME	4.40	22430188.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	4
1843	Candy Crush Saga	GAME	4.40	22429716.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	5
1870	Candy Crush Saga	GAME	4.40	22430188.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	6
1752	Candy Crush Saga	GAME	4.40	22428456.00	74.00	500000000.00	Free	0.00	Everyone	Casual	2018-07-05	1.129.0.2	4.1 and up	7
1717	Candy Crush Soda Saga	GAME	4.40	6198880.00	67.00	100000000.00	Free	0.00	Everyone	Casual	2018-07-10	1.118.4	4.1 and up	2
1669	Candy Crush Soda Saga	GAME	4.40	6198563.00	67.00	100000000.00	Free	0.00	Everyone	Casual	2018-07-10	1.118.4	4.1 and up	3
1170	Capital OneÂ® Mobile	FINANCE	4.60	510401.00	79.00	10000000.00	Free	0.00	Everyone	Finance	2018-08-01	5.38.1	5.0 and up	2
6680	Cardboard	LIBRARIES_AND_DEMO	4.20	130287.00	50.00	10000000.00	Free	0.00	Everyone	Libraries & Demo	2016-03-14	1.8	4.1 and up	2
672	Cardi B Live Stream Video Chat - Prank	DATING	4.40	28.00	3.40	500.00	Free	0.00	Everyone	Dating	2018-07-16	2.5	4.0.3 and up	2
2410	Cardiac diagnosis (heart rate, arrhythmia)	MEDICAL	4.40	8.00	6.50	100.00	Paid	12.99	Everyone	Medical	2018-07-25	7	3.0 and up	2
2751	Carousell: Snap-Sell, Chat-Buy	SHOPPING	4.30	125783.00	110.00	10000000.00	Free	0.00	Teen	Shopping	2018-08-06	Varies with device	Varies with device	2
3703	Cartoon Network App	VIDEO_PLAYERS	4.00	119202.00	110.00	10000000.00	Free	0.00	Everyone 10+	Video Players & Editors;Music & Video	2018-06-21	Varies with device	Varies with device	2
1791	Castle Clash: Heroes of the Empire US	GAME	4.60	4578476.00	24.00	50000000.00	Free	0.00	Everyone 10+	Strategy	2018-07-17	1.4.51	4.1 and up	2
549	Casual Dating & Adult Singles - Joyride	DATING	4.50	61637.00	11.00	5000000.00	Free	0.00	Mature 17+	Dating	2018-07-31	4.17.2	4.1 and up	2
914	CBS - Full Episodes & Live TV	ENTERTAINMENT	3.80	92058.00	12.00	10000000.00	Free	0.00	Teen	Entertainment	2018-07-20	4.8.6	4.1 and up	2
2977	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91031.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	2
3065	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91033.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	3
3057	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91033.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	4
3016	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91031.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	5
3021	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91031.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	6
3008	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91031.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	7
3091	CBS Sports App - Scores, News, Stats & Watch Live	SPORTS	4.30	91033.00	110.00	5000000.00	Free	0.00	Everyone	Sports	2018-08-04	Varies with device	5.0 and up	8
3048	CBS Sports Fantasy	SPORTS	4.00	43611.00	27.00	1000000.00	Free	0.00	Everyone	Sports	2018-06-27	3.17.0+3	5.0 and up	2
609	Chat Kids - Chat Room For Kids	DATING	4.70	6.00	4.90	100.00	Free	0.00	Mature 17+	Dating	2018-07-24	1.0	4.0.3 and up	2
575	Chat Rooms, Avatars, Date - Galaxy	DATING	4.30	135420.00	110.00	10000000.00	Free	0.00	Mature 17+	Dating	2018-07-07	Varies with device	Varies with device	2
7241	Cheapflights â€“ Flight Search	TRAVEL_AND_LOCAL	4.40	47777.00	19.00	5000000.00	Free	0.00	Everyone	Travel & Local	2018-07-31	Varies with device	Varies with device	2
2740	Checkout 51: Grocery coupons	SHOPPING	4.10	52896.00	110.00	10000000.00	Free	0.00	Everyone	Shopping	2018-06-18	Varies with device	Varies with device	2
2707	Checkout 51: Grocery coupons	SHOPPING	4.10	52896.00	110.00	10000000.00	Free	0.00	Everyone	Shopping	2018-06-18	Varies with device	Varies with device	3
1196	Chick-fil-A	FOOD_AND_DRINK	4.30	28008.00	17.00	5000000.00	Free	0.00	Everyone	Food & Drink	2018-08-03	6.0.1	5.0 and up	2
1250	Chick-fil-A	FOOD_AND_DRINK	4.30	28009.00	17.00	5000000.00	Free	0.00	Everyone	Food & Drink	2018-08-03	6.0.1	5.0 and up	3
1631	Chictopia	LIFESTYLE	4.10	360.00	4.60	10000.00	Free	0.00	Everyone	Lifestyle	2014-04-30	1.6.2	2.2 and up	2
495	Chispa, the Dating App for Latino, Latina Singles	DATING	4.20	4195.00	24.00	100000.00	Free	0.00	Mature 17+	Dating	2018-07-25	1.6.1	4.4 and up	2
1854	Choices: Stories You Play	GAME	4.60	807338.00	93.00	10000000.00	Free	0.00	Teen	Simulation	2018-07-30	2.3.5	4.0.3 and up	2
577	Christian Dating For Free App	DATING	3.90	8723.00	13.00	500000.00	Free	0.00	Mature 17+	Dating	2018-06-20	15.8	4.1 and up	2
7330	Chrome Beta	PRODUCTIVITY	4.40	228755.00	110.00	10000000.00	Free	0.00	Everyone	Productivity	2018-07-19	68.0.3440.70	Varies with device	2
361	Chrome Dev	COMMUNICATION	4.40	63543.00	110.00	5000000.00	Free	0.00	Everyone	Communication	2018-08-02	69.0.3497.24	Varies with device	2
2676	CJmall	SHOPPING	3.60	18252.00	10.00	10000000.00	Free	0.00	Everyone	Shopping	2018-08-06	6.3.8	4.1 and up	2
1671	Clash of Clans	GAME	4.60	44891723.00	98.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-07-15	10.322.16	4.1 and up	2
1705	Clash of Clans	GAME	4.60	44891723.00	98.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-07-15	10.322.16	4.1 and up	3
1880	Clash of Clans	GAME	4.60	44893888.00	98.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-07-15	10.322.16	4.1 and up	4
1879	Clash Royale	GAME	4.60	23136735.00	97.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-06-27	2.3.2	4.1 and up	2
1722	Clash Royale	GAME	4.60	23134775.00	97.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-06-27	2.3.2	4.1 and up	3
1661	Clash Royale	GAME	4.60	23133508.00	97.00	100000000.00	Free	0.00	Everyone 10+	Strategy	2018-06-27	2.3.2	4.1 and up	4
826	ClassDojo	EDUCATION	4.40	148550.00	59.00	10000000.00	Free	0.00	Everyone	Education;Education	2018-08-03	4.21.1	4.1 and up	2
4090	ClassDojo	FAMILY	4.40	148536.00	59.00	10000000.00	Free	0.00	Everyone	Education;Education	2018-08-03	4.21.1	4.1 and up	3
551	Clover Dating App	DATING	4.10	11633.00	23.00	500000.00	Free	0.00	Mature 17+	Dating	2018-07-24	2.5.1	4.1 and up	2
4950	CM Browser - Ad Blocker , Fast Download , Privacy	COMMUNICATION	4.60	2265084.00	6.10	50000000.00	Free	0.00	Everyone	Communication	2018-07-31	5.22.18.0006	4.0 and up	2
3514	CM FILE MANAGER HD	PRODUCTIVITY	4.30	144879.00	110.00	10000000.00	Free	0.00	Everyone	Productivity	2016-01-24	3.5.0	Varies with device	2
3294	CM Flashlight (Compass, SOS)	TOOLS	4.40	166367.00	1.80	5000000.00	Free	0.00	Everyone	Tools	2018-05-25	1.4.0	2.3 and up	2
7538	CM Launcher 3D - Theme, Wallpapers, Efficient	PERSONALIZATION	4.60	6700847.00	17.00	100000000.00	Free	0.00	Teen	Personalization	2018-08-03	5.41.0	4.0.3 and up	2
3344	CM Locker - Security Lockscreen	TOOLS	4.60	3090727.00	110.00	100000000.00	Free	0.00	Everyone	Tools	2018-07-31	Varies with device	Varies with device	2
491	CMB Free Dating App	DATING	4.00	48845.00	40.00	1000000.00	Free	0.00	Mature 17+	Dating	2018-08-01	4.19.0.2320	4.4 and up	2
9841	CNBC: Breaking Business News & Live Market Data	FINANCE	4.20	24666.00	110.00	1000000.00	Free	0.00	Everyone	Finance	2018-07-13	Varies with device	Varies with device	2
3793	CNN Breaking US & World News	NEWS_AND_MAGAZINES	4.00	293080.00	25.00	10000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-08-06	5.17	4.4 and up	2
3812	CNN Breaking US & World News	NEWS_AND_MAGAZINES	4.00	293080.00	25.00	10000000.00	Free	0.00	Everyone 10+	News & Magazines	2018-08-06	5.17	4.4 and up	3
1772	Color by Number â€“ New Coloring Book	GAME	4.70	141529.00	24.00	5000000.00	Free	0.00	Everyone 10+	Board	2018-08-01	2.0.6	4.1 and up	2
3916	Colorfy: Coloring Book for Adults - Free	FAMILY	4.50	787107.00	110.00	10000000.00	Free	0.00	Everyone	Entertainment	2018-06-20	Varies with device	Varies with device	2
2034	Coloring book moana	FAMILY	3.90	974.00	14.00	500000.00	Free	0.00	Everyone	Art & Design;Pretend Play	2018-01-15	2.0.0	4.0.3 and up	2
3536	ColorNote Notepad Notes	PRODUCTIVITY	4.60	2401017.00	110.00	100000000.00	Free	0.00	Everyone	Productivity	2018-06-27	Varies with device	Varies with device	2
930	Comedy Central	ENTERTAINMENT	3.90	22378.00	19.00	1000000.00	Free	0.00	Teen	Entertainment	2018-07-08	11.45.0	4.4 and up	2
1708	Cooking Fever	GAME	4.50	3197865.00	82.00	100000000.00	Free	0.00	Everyone	Arcade	2018-07-12	2.8.0	4.0.3 and up	2
2219	COOKING MAMA Let's Cook!	FAMILY	4.30	528745.00	59.00	10000000.00	Free	0.00	Everyone	Educational;Pretend Play	2018-07-26	1.38.0	4.1 and up	2
506	Cougar Dating Life : Date Older Women Sugar Mummy	DATING	3.90	1643.00	31.00	500000.00	Free	0.00	Mature 17+	Dating	2018-07-03	4.5.5	4.1 and up	2
2627	Couple - Relationship App	SOCIAL	4.00	33249.00	8.40	1000000.00	Free	0.00	Everyone	Social	2015-03-05	1.8.0	2.3 and up	2
787	Coursera: Online courses	EDUCATION	4.40	90481.00	110.00	5000000.00	Free	0.00	Everyone	Education	2018-07-27	Varies with device	Varies with device	2
3990	CppDroid - C/C++ IDE	FAMILY	4.10	29978.00	110.00	1000000.00	Free	0.00	Everyone	Education	2017-08-17	Varies with device	Varies with device	2
913	Crackle - Free TV & Movies	ENTERTAINMENT	3.70	388089.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-04-12	Varies with device	Varies with device	2
936	Crackle - Free TV & Movies	ENTERTAINMENT	3.70	388089.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-04-12	Varies with device	Varies with device	3
1075	Credit Karma	FINANCE	4.70	706301.00	110.00	10000000.00	Free	0.00	Everyone	Finance	2018-07-31	Varies with device	Varies with device	2
1115	Credit Karma	FINANCE	4.70	706302.00	110.00	10000000.00	Free	0.00	Everyone	Finance	2018-07-31	Varies with device	Varies with device	3
248	Crew - Free Messaging and Scheduling	BUSINESS	4.60	4159.00	48.00	500000.00	Free	0.00	Everyone	Business	2018-07-20	6.1.2	4.0.3 and up	2
7107	Cricbuzz - Live Cricket Scores & News	SPORTS	4.50	838738.00	110.00	50000000.00	Free	0.00	Everyone	Sports	2018-05-18	Varies with device	Varies with device	2
1920	Crossy Road	GAME	4.50	4230886.00	60.00	100000000.00	Free	0.00	Everyone	Action	2018-08-01	3.1.0	5.0 and up	2
934	Crunchyroll - Everything Anime	ENTERTAINMENT	3.70	310095.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-03-05	Varies with device	Varies with device	2
911	Crunchyroll - Everything Anime	ENTERTAINMENT	3.70	310066.00	110.00	10000000.00	Free	0.00	Teen	Entertainment	2018-03-05	Varies with device	Varies with device	3
2464	CT Scan Cross Sectional Anatomy	MEDICAL	4.30	10.00	46.00	100.00	Free	0.00	Everyone	Medical	2018-07-19	5.0.16	4.1 and up	2
198	Curriculum vitae App CV Builder Free Resume Maker	BUSINESS	4.50	4458.00	3.90	500000.00	Free	0.00	Everyone	Business	2018-07-08	3.3	4.1 and up	2
1987	Cut the Rope FULL FREE	GAME	4.40	2123793.00	49.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-07-05	3.7.2	4.1 and up	2
1699	Cut the Rope FULL FREE	GAME	4.40	2123381.00	49.00	100000000.00	Free	0.00	Everyone	Puzzle	2018-07-05	3.7.2	4.1 and up	3
7989	CW Seed	FAMILY	4.50	16391.00	13.00	500000.00	Free	0.00	Teen	Entertainment	2018-07-18	1.16	4.4 and up	2
2936	Cymera Camera- Photo Editor, Filter,Collage,Layout	PHOTOGRAPHY	4.40	2418158.00	110.00	100000000.00	Free	0.00	Everyone	Photography	2018-07-12	Varies with device	Varies with device	2
2866	Cymera Camera- Photo Editor, Filter,Collage,Layout	PHOTOGRAPHY	4.40	2418135.00	110.00	100000000.00	Free	0.00	Everyone	Photography	2018-07-12	Varies with device	Varies with device	3
2905	Cymera Camera- Photo Editor, Filter,Collage,Layout	PHOTOGRAPHY	4.40	2418135.00	110.00	100000000.00	Free	0.00	Everyone	Photography	2018-07-12	Varies with device	Varies with device	4
313	Daily Manga - Comic & Webtoon	COMICS	3.20	1446.00	7.10	100000.00	Free	0.00	Mature 17+	Comics	2018-05-18	1.0	4.0.3 and up	2
1347	Daily Yoga - Yoga Fitness Plans	HEALTH_AND_FITNESS	4.40	70769.00	35.00	5000000.00	Free	0.00	Everyone	Health & Fitness	2018-07-24	6.2.73	4.0 and up	2
1446	Daily Yoga - Yoga Fitness Plans	HEALTH_AND_FITNESS	4.40	70769.00	35.00	5000000.00	Free	0.00	Everyone	Health & Fitness	2018-07-24	6.2.73	4.0 and up	3
8715	Dairy Queen	FOOD_AND_DRINK	3.60	742.00	43.00	100000.00	Free	0.00	Everyone	Food & Drink	2018-07-25	2.1.0	4.1 and up	2
2640	Dating App, Flirt & Chat : W-Match	SOCIAL	4.30	175722.00	110.00	10000000.00	Free	0.00	Mature 17+	Social	2018-07-23	Varies with device	Varies with device	2
569	Dating for 50 plus Mature Singles â€“ FINALLY	DATING	4.60	13049.00	13.00	500000.00	Free	0.00	Mature 17+	Dating	2018-07-31	4.17.2	4.1 and up	2
316	DC Comics	COMICS	4.20	25671.00	110.00	1000000.00	Free	0.00	Teen	Comics	2018-06-05	Varies with device	Varies with device	2
2133	DC Super Hero Girlsâ„¢	FAMILY	4.30	43060.00	95.00	5000000.00	Free	0.00	Everyone	Action;Action & Adventure	2018-06-29	2.8.0	4.0 and up	2
2125	DC Super Hero Girlsâ„¢	FAMILY	4.30	43060.00	95.00	5000000.00	Free	0.00	Everyone	Action;Action & Adventure	2018-06-29	2.8.0	4.0 and up	3
1959	DC Super Hero Girlsâ„¢	GAME	4.30	43055.00	95.00	5000000.00	Free	0.00	Everyone	Action;Action & Adventure	2018-06-29	2.8.0	4.0 and up	4
1937	DEAD TARGET: FPS Zombie Apocalypse Survival Games	GAME	4.50	1468591.00	110.00	50000000.00	Free	0.00	Mature 17+	Action	2018-07-23	Varies with device	Varies with device	2
1935	DEER HUNTER 2018	GAME	4.30	955656.00	82.00	10000000.00	Free	0.00	Teen	Action	2018-06-26	5.1.2	3.0 and up	2
2260	Diabetes & Diet Tracker	MEDICAL	4.60	395.00	19.00	1000.00	Paid	9.99	Everyone	Medical	2018-07-16	6.5.1	5.0 and up	2
4375	Diabetes:M	MEDICAL	4.60	15537.00	110.00	100000.00	Free	0.00	Everyone	Medical	2018-08-01	6.1.3	Varies with device	2
3977	Diary with lock	LIFESTYLE	4.60	815280.00	4.40	10000000.00	Free	0.00	Everyone	Lifestyle	2018-06-30	4.90	4.1 and up	2
146	Dictionary - Merriam-Webster	BOOKS_AND_REFERENCE	4.50	454060.00	110.00	10000000.00	Free	0.00	Everyone	Books & Reference	2018-05-18	Varies with device	Varies with device	2
1094	Digit Save Money Automatically	FINANCE	4.50	8188.00	22.00	100000.00	Free	0.00	Everyone	Finance	2018-07-31	2.29.01	4.1 and up	2
1943	DINO HUNTER: DEADLY SHORES	GAME	4.40	1381820.00	54.00	10000000.00	Free	0.00	Teen	Action	2017-03-14	3.1.1	3.0 and up	2
2119	Disney Magic Kingdoms: Build Your Own Magical Park	FAMILY	4.30	472584.00	91.00	10000000.00	Free	0.00	Everyone	Simulation;Action & Adventure	2018-08-02	3.2.0h	4.0.3 and up	2
2064	DisneyNOW â€“ TV Shows & Games	FAMILY	4.30	82471.00	110.00	5000000.00	Free	0.00	Everyone	Entertainment;Music & Video	2018-07-05	Varies with device	4.4 and up	2
2221	DisneyNOW â€“ TV Shows & Games	FAMILY	4.30	82471.00	110.00	5000000.00	Free	0.00	Everyone	Entertainment;Music & Video	2018-07-05	Varies with device	4.4 and up	3
3491	Do It Later: Tasks & To-Dos	PRODUCTIVITY	4.50	123412.00	110.00	50000000.00	Free	0.00	Everyone	Productivity	2018-04-13	Varies with device	Varies with device	2
293	Docs To Goâ„¢ Free Office Suite	BUSINESS	4.10	217730.00	110.00	50000000.00	Free	0.00	Everyone	Business	2018-04-02	Varies with device	Varies with device	2
2030	Dog Run - Pet Dog Simulator	FAMILY	4.70	48615.00	24.00	10000000.00	Free	0.00	Everyone	Simulation;Action & Adventure	2018-05-22	1.4.12	4.1 and up	2
2014	Dog Run - Pet Dog Simulator	GAME	4.70	48615.00	24.00	10000000.00	Free	0.00	Everyone	Simulation;Action & Adventure	2018-05-22	1.4.12	4.1 and up	3
1200	Domino's Pizza USA	FOOD_AND_DRINK	4.70	1032935.00	110.00	10000000.00	Free	0.00	Everyone	Food & Drink	2018-07-20	Varies with device	Varies with device	2
2193	Dr. Panda & Toto's Treehouse	FAMILY	4.40	3396.00	9.50	50000.00	Paid	3.99	Everyone	Casual;Pretend Play	2014-12-09	1.8	4.0 and up	2
2206	Dr. Panda & Toto's Treehouse	FAMILY	4.40	3396.00	9.50	50000.00	Paid	3.99	Everyone	Casual;Pretend Play	2014-12-09	1.8	4.0 and up	3
1936	DRAGON BALL LEGENDS	GAME	4.60	337913.00	48.00	5000000.00	Free	0.00	Teen	Action	2018-08-03	1.11.0	6.0 and up	2
1807	DRAGON BALL LEGENDS	GAME	4.60	337752.00	48.00	5000000.00	Free	0.00	Teen	Action	2018-08-03	1.11.0	6.0 and up	3
1841	DRAGON BALL LEGENDS	GAME	4.60	337913.00	48.00	5000000.00	Free	0.00	Teen	Action	2018-08-03	1.11.0	6.0 and up	4
1740	Dream League Soccer 2018	GAME	4.60	9882639.00	74.00	100000000.00	Free	0.00	Everyone	Sports	2018-07-16	5.064	4.4 and up	2
4057	Dream League Soccer 2018	SPORTS	4.60	9873470.00	74.00	100000000.00	Free	0.00	Everyone	Sports	2018-07-16	5.064	4.4 and up	3
2202	DreamWorks Friends	FAMILY	3.60	1042.00	48.00	100000.00	Free	0.00	Everyone	Role Playing;Pretend Play	2017-08-04	2.5	4.3 and up	2
3474	Dropbox	PRODUCTIVITY	4.40	1861310.00	61.00	500000000.00	Free	0.00	Everyone	Productivity	2018-08-01	Varies with device	Varies with device	2
3570	Dropbox	PRODUCTIVITY	4.40	1861309.00	61.00	500000000.00	Free	0.00	Everyone	Productivity	2018-08-01	Varies with device	Varies with device	3
425	DU Browserâ€”Browse fast & fun	COMMUNICATION	4.30	1133501.00	4.70	10000000.00	Free	0.00	Everyone	Communication	2016-04-01	6.4.0.4	4.0 and up	2
1932	Dude Perfect 2	GAME	4.50	401425.00	70.00	10000000.00	Free	0.00	Everyone	Action	2017-04-12	1.6.1	4.0.3 and up	2
1869	Dungeon Hunter Champions: Epic Online Action RPG	GAME	4.20	26247.00	110.00	1000000.00	Free	0.00	Teen	Role Playing	2018-07-26	1.1.40	4.0.3 and up	2
1190	Dunkin' Donuts	FOOD_AND_DRINK	4.20	68103.00	66.00	1000000.00	Free	0.00	Everyone	Food & Drink	2018-06-20	5.0.0	4.4 and up	2
700	Duolingo: Learn Languages Free	EDUCATION	4.70	6289924.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-01	Varies with device	Varies with device	2
800	Duolingo: Learn Languages Free	EDUCATION	4.70	6290507.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-01	Varies with device	Varies with device	3
785	Duolingo: Learn Languages Free	EDUCATION	4.70	6290507.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-01	Varies with device	Varies with device	4
8440	Duolingo: Learn Languages Free	FAMILY	4.70	6297590.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-06	Varies with device	Varies with device	5
2217	Duolingo: Learn Languages Free	FAMILY	4.70	6294397.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-01	Varies with device	Varies with device	6
2057	Duolingo: Learn Languages Free	FAMILY	4.70	6294400.00	110.00	100000000.00	Free	0.00	Everyone	Education;Education	2018-08-01	Varies with device	Varies with device	7
1136	E*TRADE Mobile	FINANCE	3.90	10658.00	58.00	1000000.00	Free	0.00	Everyone	Finance	2018-08-02	6.8.2	4.4 and up	2
1979	Earn to Die 2	GAME	4.60	1327269.00	99.00	50000000.00	Free	0.00	Teen	Racing	2017-04-12	1.3	2.3.3 and up	2
2775	eBay: Buy & Sell this Summer - Discover Deals Now!	SHOPPING	4.40	2788923.00	110.00	100000000.00	Free	0.00	Teen	Shopping	2018-07-30	Varies with device	Varies with device	2
2663	eBay: Buy & Sell this Summer - Discover Deals Now!	SHOPPING	4.40	2788923.00	110.00	100000000.00	Free	0.00	Teen	Shopping	2018-07-30	Varies with device	Varies with device	3
2785	eBay: Buy & Sell this Summer - Discover Deals Now!	SHOPPING	4.40	2788923.00	110.00	100000000.00	Free	0.00	Teen	Shopping	2018-07-30	Varies with device	Varies with device	4
4069	eBay: Buy & Sell this Summer - Discover Deals Now!	SHOPPING	4.40	2788460.00	110.00	100000000.00	Free	0.00	Teen	Shopping	2018-07-30	Varies with device	Varies with device	5
165	Ebook Reader	BOOKS_AND_REFERENCE	4.10	85842.00	37.00	5000000.00	Free	0.00	Everyone	Books & Reference	2018-06-25	5.0.6	4.0 and up	2
9629	Edmodo	FAMILY	4.10	200214.00	18.00	10000000.00	Free	0.00	Everyone	Education	2018-08-06	9.12.6	4.0.3 and up	2
744	edX - Online Courses by Harvard, MIT & more	EDUCATION	4.60	32381.00	10.00	1000000.00	Free	0.00	Everyone 10+	Education	2018-07-15	2.15.1	4.1 and up	2
521	EliteSingles â€“ Dating for Single Professionals	DATING	2.50	5377.00	19.00	500000.00	Free	0.00	Mature 17+	Dating	2018-07-31	4.8.5	4.0.3 and up	2
2183	Elmo Calls by Sesame Street	FAMILY	3.90	6903.00	25.00	1000000.00	Free	0.00	Everyone	Educational;Pretend Play	2018-01-31	2.0.7	2.3 and up	2
7031	Elmo Calls by Sesame Street	FAMILY	3.90	6903.00	25.00	1000000.00	Free	0.00	Everyone	Educational;Pretend Play	2018-01-31	2.0.7	2.3 and up	3
2388	EMT PASS	MEDICAL	3.40	51.00	2.40	1000.00	Paid	29.99	Everyone	Medical	2014-10-22	2.0.2	4.0 and up	2
2255	EMT Review Plus	MEDICAL	4.50	199.00	1.80	10000.00	Paid	11.99	Everyone	Medical	2018-06-27	3.0.5	4.4W and up	2
3966	EMT Tutor NREMT-B Study Guide	MEDICAL	4.60	625.00	8.40	10000.00	Paid	3.99	Everyone	Medical	2017-01-08	2.1	2.1 and up	2
2372	EMT-B Pocket Prep	MEDICAL	4.50	2951.00	16.00	50000.00	Free	0.00	Everyone	Medical	2018-07-11	4.5.2	4.4 and up	2
1388	Endomondo - Running & Walking	HEALTH_AND_FITNESS	4.50	559262.00	110.00	10000000.00	Free	0.00	Everyone	Health & Fitness	2018-07-11	Varies with device	Varies with device	2
187	English Dictionary - Offline	BOOKS_AND_REFERENCE	4.40	341157.00	30.00	10000000.00	Free	0.00	Everyone 10+	Books & Reference	2018-03-20	3.9.1	4.2 and up	2
1787	Episode - Choose Your Story	GAME	4.30	1841061.00	110.00	50000000.00	Free	0.00	Teen	Simulation	2018-07-31	Varies with device	Varies with device	2
2124	Equestria Girls	FAMILY	4.30	392596.00	53.00	10000000.00	Free	0.00	Everyone	Role Playing;Action & Adventure	2016-07-22	37893	4.0 and up	2
2223	Equestria Girls	FAMILY	4.30	392596.00	53.00	10000000.00	Free	0.00	Everyone	Role Playing;Action & Adventure	2016-07-22	37893	4.0 and up	3
3470	ES File Explorer File Manager	PRODUCTIVITY	4.60	5383985.00	16.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-03	4.1.8.2.2	4.0 and up	2
3515	ES File Explorer File Manager	PRODUCTIVITY	4.60	5383971.00	16.00	100000000.00	Free	0.00	Everyone	Productivity	2018-08-03	4.1.8.2.2	4.0 and up	3
3073	ESPN	SPORTS	4.20	521140.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	2
3049	ESPN	SPORTS	4.20	521140.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	3
3061	ESPN	SPORTS	4.20	521140.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	4
3019	ESPN	SPORTS	4.20	521138.00	110.00	10000000.00	Free	0.00	Everyone 10+	Sports	2018-07-19	Varies with device	5.0 and up	5
